gnd_id,german_name,related_subjects
4186401-3,Tümpel,Kleingewässer | Stehendes Gewässer
4186634-4,Überschwemmung,Unwetter | Transgression | Hochwasser | Überflutung
4187117-0,Unterwasserlaboratorium,Laboratorium
4187746-9,Vergletscherung,Vereisung | Gletscher
4188018-3,Versickerung,Sickerwasser
4189181-8,Wasserbilanz,Wasserhaushalt
4189208-2,Wassergütewirtschaft,Wasserwirtschaft
4189218-5,Wasserkreislauf,Kreislauf | Wasserhaushalt
4189240-9,Wasserscheide,Einzugsgebiet
4189248-3,Wasserschutzgebiet,Grundwassergewinnung
4189260-4,Wasserstand,
4189298-7,Wasserverband,Wasser- und Bodenverband
4189299-9,Wasserverschmutzung,Umweltschaden | Umweltverschmutzung | Wassergüte
4189307-4,Wasserwirtschaftsplan,Wasserwirtschaftlicher Rahmenplan
4189428-5,Weiher,See | Teich
4191517-3,Thermalquelle,"Quelle,Hydrologie | Thermalbad"
4191784-4,Zufluss,
4192348-0,Karsthydrographie,Hydrologie
4193808-2,Meerwasser,Salzwasser
4199853-4,Grundwasserreserve,Wasserreserve
4201602-2,Gewässersanierung,Gewässerschutz | Altlastsanierung
4201603-4,Seerestaurierung,Gewässersanierung | Seetherapie | Seesanierung
4201604-6,Seesanierung,Gewässersanierung | Seetherapie | Seerestaurierung
4203073-0,Artesischer Brunnen,Brunnen | Gespanntes Grundwasser
4203676-8,Quellsumpf,Sumpf
4204907-6,Limnobakteriologie,Limnologie | Bakteriologie | Hydromikrobiologie
4208258-4,Hydrosphäre,
4208259-6,Submarine Hydrosphäre,Hydrosphäre
4210812-3,Windsee,Seegang
4211874-8,Nichtdrückendes Wasser,Wasser
4211971-6,Wassersättigung,
4212526-1,Epilimnion,"Schichtung,Hydrologie"
4220676-5,Interflow,Abfluss
4220751-4,Hochwasservorhersage,Hydrologische Vorhersage
4220758-7,Hochwasserganglinie,
4220942-0,Seetherapie,Gewässersanierung
4221282-0,Abyssal,Tiefsee
4222237-0,Wassereinsparung,
4222491-3,Abflusskurve,
4224794-9,Vadoses Wasser,Wasser
4225035-3,Inlandeis,Eis | Gletscher
4225478-4,Hydrogeochemie,Geochemie | Hydrochemie
4226115-6,Wellenvorhersage,Prognose
4226446-7,Lattenpegel,"Pegel,Hydrologie"
4232200-5,Bathyal,
4233818-9,Pegel Hydrologie,Pegelstand
4234773-7,Wassertemperatur,Temperatur
4234997-7,Hypolimnion,"Schichtung,Hydrologie"
4240593-2,Gezeitenküste,Küste
4242120-2,Supralitoral,Litoral
4245162-0,Gletscherfließen,
4247376-7,Ausspülung,
4253149-4,Feststofftransport,Transport | Feststoff | Sedimenttransport
4255569-3,Wassereinbruch,
4255572-3,Salzwassereinbruch,Wassereinbruch
4258383-4,Salzwasser-Süßwasser-Grenze,Brackwasser
4258645-8,Firn,Schnee
4260066-2,Pegelmessung,
4261303-6,Tsunami,Meereswelle | Naturkatastrophe
4261526-4,Naturnahes Gewässer,Gewässer
4261540-9,Küstengebiet,Küste
4263804-5,Gezeitenpegel,Pegelstand
4264173-1,Solebad,Medizinisches Bad
4264323-5,Gletschervorfeld,Gletscher
4268973-9,Altgewässer,Gewässer
4269205-2,Kolk,Unterspülung
4271451-5,Sohle Wasserbau,
4271580-5,Auftriebsgebiet,
4273110-0,Sprungschicht,"Schichtung,Hydrologie"
4275790-3,Meereswärme,Wärme
4276981-4,Uferfiltration,Filtration
4276982-6,Uferfiltriertes Grundwasser,Grundwassergewinnung
4280489-9,Saprobiensystem,
4281337-2,Halmyrolyse,Verwitterung
4285017-4,Quellwasser,Wasser | Trinkwasser
4285845-8,Staunässe,Nassboden
4288266-7,Natronsee,Salzsee
4292492-3,Submarine Geothermik,Geothermik
4292493-5,Submariner Vulkanismus,Vulkanismus
4293487-4,Überflutung,Überflutungsboden | Überschwemmung | Hochwasser
4294668-2,Gletscherrückzug,
4294985-3,Randmeer,Nebenmeer
4295044-2,Nebenmeer,Meer
4297333-8,Eisverschluss,Eisbildung
4297402-1,Wasserentnahme,
4297403-3,Grundwasserentnahme,Wasserentnahme | Grundwassergewinnung
4301705-8,Bathygraphie,
4307283-5,Brandung,Meereswelle | Brandungszone
4313119-0,Stehendes Gewässer,Oberflächengewässer
4313724-6,Antarktischer Zirkumpolar-Strom,Meeresströmung
4314082-8,Wasserherkunftsgebiet,Wasserversorgung
4314587-5,Flusswasseranreicherung,
4318366-9,Bathymetrie,Meereskunde | Hydrologie
4318786-9,Seiche,Wasserwelle
4319200-2,Interne Welle,Meereswelle
4322081-2,Badegewässer,Gewässer
4322901-3,Meeresspiegelschwankung,Meeresspiegel
4323416-1,Braunwassersee,See
4323514-1,Paläobathymetrie,Bathymetrie
4325734-3,Grundwasserüberwachung,Grundwasserschutz | Gewässerüberwachung
4325963-7,Sturzwasserbewässerung,Bewässerung | Oberflächenwasser
7501822-6,Flussgebiet,
7504094-3,Schneekunde,
7504800-0,Hochwasserabfluss,
7508638-4,Grundwasserhydraulik,
7511506-2,Meeresströmung Turbulenz,
7762097-5,Blänke,Kolk
4329735-3,Eiskappe,Vergletscherung
4332018-1,Backarc-Becken,"Becken,Geologie"
4332224-4,Stadtbach,Bach
4332312-1,Hydrologische Vorhersage,Prognose
4332324-8,Gewässerunterhaltung,
4332590-7,Unterirdische Quelle,"Quelle,Hydrologie"
4332814-3,Zirkulation,
4334136-6,Gletschersee,Abdämmungssee
4334619-4,Forearc-Becken,"Becken,Geologie"
4337817-1,Oberlauf,Flusslauf
4337818-3,Unterlauf,Flusslauf
4338461-4,Schmelzwasser,Wasser
4339928-9,Gestautes Fließgewässer,Fließgewässer
4343723-0,Polarmeer,Meer
4345371-5,Schwefelquelle,Heilquelle
4353455-7,Porengrundwasserleiter,Grundwasserleiter
4360165-0,DOC,TOC
4361497-8,Phosphathaushalt,Phosphorkreislauf
4362254-9,Windstau Hydrologie,
4363609-3,Thermohaline Zirkulation,Meeresströmung | Thermohaline Konvektion
4365352-2,Grubenwasser,Niederschlag
4371459-6,Karsee,Kar | See
4376539-7,Wasserblüte,Eutrophierung
4378702-2,Bathypelagial,Pelagial
4379901-2,Eiskristall,Eis
4381803-1,TOC,Summenparameter
4389729-0,Künstlicher See,See
4391301-5,Flachsee,Stehendes Gewässer
4393598-9,Forsthydrologie,Hydrologie
4395976-3,Längsprofil,
4396776-0,Gletschervorstoss,
4396985-9,Temporäres Gewässer,Binnengewässer
4397289-5,Meereskundler,Geowissenschaftler | Meereskunde | Meereskundlerin
4401994-4,Gletscherzunge,Gletscher
4402453-8,Tektonischer See,See
4404578-5,Seengebiet,
4410308-6,Treibeis,Eis
4410324-4,Gebirgsbach,Bach
4417099-3,Warmwassersphäre,Oberflächenwasser
4417381-7,Dorfbach,Bach
4425249-3,Chemokline,
4427301-0,Eisscholle,Treibeis
4440697-6,Altwasser,Altgewässer
4442697-5,Laichgewässer,Gewässer
4443985-4,Trockenlegung,Trocknung
4443995-7,Überschwemmungsgebiet,
4453039-0,Überschwemmungsgefahr,Naturgefahr
4454918-0,Meromiktischer See,See
4463753-6,Schwarzer Fleck,Watt | Eutrophierung
4463868-1,Tiefseegraben,Grabenbruch
4464850-9,Meereschemie,Hydrochemie | Meereskunde
4467380-2,Wasserprobe,Probe
4470652-2,Wasserbewegung,
4471446-4,Wassertiefe,
4471464-6,Wasserhärte,Wassergüte
4471513-4,Unterirdisches Wasser,Wasser | Gewässer
4473904-7,Gletscherbach,Bach
4474749-4,Hydrothermalquelle,Thermalquelle
4476745-6,Kohlenstoffhaushalt,Stoffhaushalt
4480861-6,Kluftgrundwasserleiter,Grundwasserleiter
4481443-4,Flusssystem,Fluss
4481448-3,Flusslauf,Fluss
4487784-5,Abflussrinne,Rinne
4492867-1,Basisabfluss,Abfluss
4495078-0,Flussarm,Fluss
4496583-7,Hydrologische Kartierung,Kartierung
4496639-8,Thermohaline Konvektion,Konvektion | Thermohaline Zirkulation
4496880-2,Wasserdargebot,Wasserversorgung
4498176-4,Hydrometrie,Hydrologie
4498247-1,Quellmoor,Moor
4500866-8,Oligotrophes Gewässer,Gewässer
4510696-4,Grundwassersanierung,Grundwasserschutz | Gewässersanierung
4511001-3,Kaltwassersphäre,
4513021-8,Augenblicksprofilmethode,
4513593-9,Wassermenge,
4513920-9,Waldsee,See
4522007-4,Kluftwasser,Grundwasser | Spaltenquelle
4522010-4,Spaltenquelle,"Quelle,Hydrologie | Kluftwasser"
4529587-6,Gewässerstrukturgüte,Gewässerstruktur
4531118-3,Quellfluss,Fließgewässer
4537555-0,Ingenieurhydrologie,Hydrologie
4546786-9,SPRING Programm,Stoffübergang | Grundwasserstrom | Modell | Finite-Elemente-Methode | Programm
4551615-7,Fließzeit,
4557631-2,Tagebaurestsee,See | Restloch | Bergbaunachfolgelandschaft | Baggersee
4560179-3,Gewässerkundlicher Dienst Bayern,
4561353-9,Rechter Nebenfluss,Nebenfluss
4561767-3,Grundwasserspiegel,Wasseroberfläche
4562987-0,Gletscherwoge,Gletscher
4564692-2,Quellgebiet,
4567461-9,Thermische Sprungschicht,Sprungschicht
4567462-0,Metalimnion,Sprungschicht
4567464-4,Thermohaline Sprungschicht,Sprungschicht
4567465-6,Haline Sprungschicht,Sprungschicht
4569974-4,Kurzwelliger Seegang,Seegang
4578041-9,Sublitoral,Litoral
4586442-1,Pges. ICP,
4586443-3,TNb,
4588992-2,Hochflutbett,
4589681-1,Sinkstoff,Schwebstoff
4590689-0,Endsee,See
4592730-3,Freispiegelabfluss,Abfluss
4596946-2,Madden-Julian-Oszillation,Zirkulationsanomalie
4596948-6,Zirkulationsanomalie,Zirkulation
4602032-9,Paläosalinität,Salzgehalt
4604984-8,Eisfläche,
4609614-0,Flussschwinde,Karst
4609922-0,Seespiegelschwankung,
4613698-8,Schneewehe,Schnee
4613715-4,Seegat,
4619709-6,Gewässerlehrpfad,Lehrpfad
4620513-5,Cold Seep,Subduktion
4630868-4,Nährsalz,Salz
4649690-7,Glaziomarines Sediment,Aquatisches Sediment | Glaziales Sediment | Glaziomarine Sedimentation
4650542-8,Regressionssee,See
4650572-6,Randsee,See
4652844-1,Flusswasser,Süßwasser
4660075-9,Schwarze Zone,Litoral
4660976-3,Bugwelle,Schiffswelle
4663892-1,Ausleitungsstrecke,Fließgewässer
4672893-4,Eisschicht,
4672913-6,Unterwasserquelle,"Quelle,Hydrologie"
4672962-8,Transmissivität Hydrologie,
4672965-3,Binnendelta,Delta
4686271-7,Kratersee,See
4694360-2,Bodenwasserstrom,
4694371-7,Brandungszone,Küste | Brandung
4705006-8,Druckwasser,Wasser
4727446-3,Dorfteich,Teich
4728654-4,La-Niña-Phänomen,Zirkulationsanomalie
4730399-2,Mittellauf,Flusslauf
4730751-1,Felswatt,Watt
4735302-8,Kalksumpf,Sumpf
4736103-7,Wasserführung,
4738178-4,Schwallwelle,Flutwelle
4740391-3,Eddy-Koeffizient,
4740844-3,Kalter Gletscher,Gletscher
4743872-1,Talgletscher,Gletscher
4745746-6,Transpolardrift,Meeresströmung
4749753-1,Heißwasser,Wasser
4767899-9,Präferenzieller Fluss,Wasserbewegung | Bodenwasser
4772928-4,Wasserrücklage,Wasserhaushalt
4792007-5,Gewässerstruktur,
4797285-3,Polarfront Meereskunde,
4797894-6,Mesopelagial,Pelagial
4813844-7,Meridionalzirkulation,Meeresströmung
4816460-4,Kalben Geografie,
4822284-7,Nährstoffretention,Retention
4831322-1,Bergwasser,Grundwasser
4840111-0,Hochwasserrückhaltefläche,Hochwasserschutz | Hochwasserrückhaltebecken
4841233-8,Episodische Quelle,"Quelle,Hydrologie"
7517116-8,M2-Tide,Gezeiten
7527449-8,Eiszapfen,Eis
7539930-1,Meereskundlerin,Geowissenschaftlerin | Meereskundler
7554244-4,Grundwasseraufstoß,Grundwasser
7563851-4,MODFLOW,Finite-Differenzen-Methode | Programm
7563852-6,gOcad,Numerisches Modell | Programm
7563853-8,Phreeqc,Software
7566104-4,Unterspülung,Kolk
7569188-7,RT3D,Software
7569193-0,Finite Element Subsurface Flow and Transport Simulation System,Software | Finite-Elemente-Methode
7569194-2,PetroMod,Stratigraphie | Modell | Sedimentologie
7582599-5,Artesische Quelle,"Quelle,Hydrologie"
7588492-6,HAKESCH,Hydrologie | Mathematisches Modell | Programm
7588493-8,PREVAH,Hydrologie | Mathematisches Modell | Programm
7595179-4,Gefälle Wasserbau,Wasserbau
7648720-9,Mofette,Vulkanismus | Fumarole | Solfatare
7656188-4,Bachpatenschaft,Patenschaft
7674514-4,SWAT Software,Software | Numerisches Modell | Programm
7707209-1,Suffosion,Auslaugung | Bodenerosion
7730783-5,Pfütze,Kleingewässer | Stehendes Gewässer
7744353-6,Drift Fliessgewässer,Wasserströmung | Sedimenttransport
7753216-8,Monsterwelle,Flutwelle | Wasserwelle | Welle
102399321X,Treibgut Gewässer,Wasserverschmutzung
1028028296,Abdämmungssee,Stausee
1048502546,Linker Nebenfluss,Nebenfluss
1048539512,Gletschertor,Gletscher
1054445982,Hydrologe,Geowissenschaftler | Hydrologie | Hydrologin
1054446083,Hydrologin,Geowissenschaftlerin | Hydrologe | Hydrologie
1058992686,Nilschwelle,Überschwemmung
1061160165,Schneewasserwert,Schneeschmelze | Schmelzwasser
1065850514,Karstquelle,"Quelle,Hydrologie"
1070678562,Onsen,"Quelle,Hydrologie | Bad"
1079667245,Gespanntes Grundwasser,Grundwasser | Artesischer Brunnen
116285748X,Schlamm-Wasser-Kontaktzone,
1235598799,Großforaminiferen,Foraminiferen | Fossile Foraminiferen
1259927288,Weltwassertag,Gewässerschutz
1265218374,Fleetenkieker,Fahrwasser | Abfallbeseitigung | Gewässerreinigung | Müllwerker
1276297467,Künstlicher Gletscher,Gletscher
4001739-4,Ammoniten,Fossile Weichtiere
4012362-5,Dinosaurier,Saurier
4017999-0,Fossil,Biostratigraphie | Paläontologie
4041448-6,Nautiloidea,
4044361-9,Paläobotanik,Paläontologie | Botanik | Archäobotanik
4044366-8,Paläoichthyologie,Ichthyologie
4044375-9,Paläontologie,Geowissenschaften | Fossil
4044380-2,Paläozoologie,Paläontologie | Zoologie | Archäozoologie
4044430-2,Palökologie,Paläontologie | Ökologie
4113602-0,Organische Geochemie,Geochemie | Paläobiochemie
4117165-2,Talmontipora,
4121378-6,Gondwanaflora,
4125895-2,Menaspis armata,
4125948-8,Mikropaläontologie,Paläontologie
4125992-0,Pelycosauria,
4128442-2,Höhlenbär,"Bären,Familie | Fossile Bären"
4130782-3,Biofazies,Fazies
4132134-0,Fossiliensammeln,Sammeln
4136276-7,Belemniten,
4141773-2,Aktuopaläontologie,Paläontologie
4142946-1,Archaeopteryx,
4144465-6,Benettitales,
4146406-0,Bothriolepididae,Fossile Fische
4147740-6,Chitinozoa,
4147876-9,Chondrites Paläontologie,
4149073-3,Dendroiden,
4154768-8,Flugsaurier,Saurier
4155092-4,Fossile Lurche,Lurche | Fossile Tiere
4155093-6,Fossile Pflanzen,Pflanzen | Fossil
4155094-8,Fossile Schnecken,Schnecken | Fossile Tiere
4155097-3,Fossiles Wasser,Wasser
4155757-8,Fusulinen,Fossile Foraminiferen
4157632-9,Globorotalia,
4157917-3,Goniatiten,
4158081-3,Graptolithen,
4159739-4,Heterohelicidae,
4159919-6,Hipparion,
4163353-2,Karpolith,Fossile Pflanzen
4165053-0,Conodonten,
4167323-2,Leitfossil,Fossil
4167892-8,Lithacoceras,
4168406-0,Lytoceras,
4168435-7,Macrocephalites,
4169818-6,Mikrofossil,Fossil
4172177-9,Nummuliten,
4172847-6,Ornithopoda,
4172858-0,Orthida,
4173104-9,Paläanthropologie,Hominisation | Anthropologie | Humanbiologie | Frühmensch | Fossiler Mensch
4173106-2,Paläobiologie,Biologie | Paläontologie
4178484-4,Rotalia,
4179241-5,Saurier,
4179242-7,Sauriergrube,Fundstätte
4181424-1,Silicoflagellaten,Flagellaten
4182187-7,Speonesydrion,
4183735-6,Stromatoporen,
4183779-4,Strophomenacea,
4186145-0,Trilobiten,
4187297-6,Uvigerina,Fossile Foraminiferen
4193058-7,Eucricetodon,
4193060-5,Pseudocricetodon,
4194831-2,Hauerzahnsaurier,
4198803-6,Woodipora,
4200655-7,Scaphitidae,
4201844-4,Fundstätte,
4205402-3,Orthocerida,
4211299-0,Chalicotherium,
4212781-6,Saurichthys,
4219405-2,Nannofossil,Fossil
4220389-2,Raubtierzähner,
4224205-8,Desmostylia,
4225674-4,Fossile Pferde,"Pferde,Familie | Fossile Tiere"
4225675-6,Fossile Bilche,Bilche | Fossile Tiere
4226459-5,Urgroßhunde,Fossile Hundeartige
4226461-3,Fossile Hundeartige,Hundeartige | Fossile Tiere
4232959-0,Illerdium,
4242697-2,Collignoniceratidae,Fossile Weichtiere
4243356-3,Sporomorphae,
4251627-4,Fossile Algen,Algen | Fossile Pflanzen
4252019-8,Dieynodontia,
4252974-8,Plateosaurier,Saurier
4256321-5,Fossile Muscheln,Muscheln | Fossile Tiere
4256322-7,Inoceramidae,Fossile Muscheln
4256323-9,Fossile Vielborster,Vielborster | Fossile Tiere
4256324-0,Paulinitidae,Fossile Vielborster
4256326-4,Sellithyridinae,
4256334-3,Reguläre Archaeocyatha,Archaeocyatha
4261161-1,Spurenfossil,Fossil | Paläoichnologie
4261683-9,Homalozoa,
4261687-6,Homalozoon vermiculare,
4262352-2,Mammut Gattung,
4262355-8,Mammut,Elefanten
4263750-8,Labyrinthzähner,Fossile Lurche
4264164-0,Südelefant,
4264386-7,Fossile Meeresweichtiere,Meeresweichtiere | Fossile Tiere
4268631-3,Palynostratigraphie,Biostratigraphie | Palynologie
4268655-6,Dasycladaceen,
4268731-7,Gigantopithecus,Primaten
4268733-0,Flügelschnecken Pteropoda,
4271776-0,Ichthyosaurier,Saurier
4275394-6,Fossile Frucht,Frucht
4276737-4,Fossiles Blatt,Blatt
4277153-5,Dicynodontia,
4277230-8,Fossile Armfüßer,Armfüßer | Fossile Tiere
4277233-3,Fossile Reptilien,Reptilien | Fossile Tiere
4277236-9,Fossile Säugetiere,Säugetiere | Fossile Tiere
4277237-0,Fossile Wale,Wale | Fossile Tiere
4277238-2,Fossile Kieferlose,Kieferlose | Fossile Tiere
4277239-4,Fossile Muschelkrebse,Muschelkrebse | Fossile Tiere
4277240-0,Fossile Fische,Fische | Fossile Tiere
4277241-2,Fossile Schwämme,Schwämme | Fossile Tiere
4277242-4,Fossile Wirbellose,Wirbellose | Fossile Tiere
4277277-1,Paläontologe,Geowissenschaftler | Paläontologin
4277901-7,Fossile Bohrschnecken,Bohrschnecken | Fossile Tiere
4278150-4,Ellipsocephalidae,
4278728-2,Calpionellen,
4278848-1,Fossile Wirbeltiere,Wirbeltiere | Fossile Tiere
4278944-8,Gigantopecten,
4279324-5,Fossiler Samen,Samen
4279779-2,Phytolith,Fossile Pflanzen
4281043-7,Fossilisation,Diagenese | Taphonomie
4281044-9,Taphonomie,Fossilisation
4281056-5,Beutelstrahler,
4282847-8,Urhuftiere,
4286882-8,Nothosaurier,
4286887-7,Corosaurus alcovensis,
4288834-7,Lepticidae,
4289044-5,Brachyericinae,
4291165-5,Paläoichnologie,Ichnologie
4291454-1,Tetracorallia,Fossile Korallen
4292793-6,Placodontia,Fossile Reptilien
4292799-7,Iguanodon,
4298837-8,Moas,
4298880-9,Spiriferida,
4301987-0,Rudisten,Fossile Muscheln
4303294-1,Pentacrinoidea,
4303463-9,Stephanophyllites sanpaulensis,
4305301-4,Paläohistologie,Histologie
4305926-0,Homunculus patagonicus,
4309041-2,Lepospondyli,
4309044-8,Ornithischia,
4309075-8,Lysorophia,Lepospondyli
4310060-0,Henkelotherium guimarotae,
4311309-6,Tyrannosaurus,Saurier
4311445-3,Enaliarctos,
4311461-1,Stenolobulites,Fossile Weichtiere
4311465-9,Paragastrioceratidae,Fossile Weichtiere
4311481-7,Barosaurus,Saurier
4312126-3,Ichthyolithen,
4312127-5,Mikroichthyolithen,Ichthyolithen
4312686-8,Oligolactoria,
4313174-8,Anthracosauria,
4313729-5,Protopanderodus,
4315062-7,Meiolania platyceps,
4315066-4,Ilaria,
4315067-6,Ngapakaldia,
4318367-0,Hyolith,
4318592-7,Acritarcha,Nannofossil
4318745-6,Concavus,
4320728-5,Palaeoscolecida,
4322711-9,Fossile Wiederkäuer,Wiederkäuer | Fossile Tiere
4324134-7,Archegosauroidea,
4325900-5,Favositidae,
4325901-7,Tabulata,
4326503-0,Mesopithecus,
4327848-6,Osteostraken,
4327984-3,Polyptichidae,
4328279-9,Fossile Tiere,Tiere | Fossil
4328859-5,Paläobiochemie,Organische Geochemie
7503185-1,Eiszeitmensch,
7510837-9,Wirbeltierpaläontologie,
7766282-9,Megalodon,Muscheln | Ausgestorbene Tiere
7769654-2,Acanthodes sippeli,Fossile Fische
7773415-4,Höhlenhyäne,Fossile Hyänen
7781174-4,Protosphyraena,Strahlenflosser | Fossile Fische
7781181-1,Tragophylloceras loscombi,Ammoniten
7782723-5,Helicodromites mobilis,Spurenfossil
7787864-4,Palaeodictyoptera,Fossile Insekten
4330298-1,Cyrillaceae,
4331339-5,Corythosaurus,Saurier
4331835-6,Triceratops,
4332800-3,Würzburger Lügensteine,Fälschung
4333292-4,Wollnashorn,
4333321-7,Wollhaarnashorn,
4334170-6,Proganochelys,
4334295-4,Petalodontida,
4335091-4,Normapolles,Fossiler Pollen
4335092-6,Fossiler Pollen,Pollen
4335673-4,Protoptychus hatcheri,
4335675-8,Bootherium,
4335679-5,Gidleya,
4335682-5,Symbos,
4335716-7,Miospore,Spore
4338316-6,Tentakuliten,
4343367-4,Säbelzahnkatzen,"Katzen,Familie | Fossile Katzen"
4343908-1,Archaeomyini,
4346560-2,Höhlenlöwe,Höhlentiger
4349054-2,Rhynchonellacea,
4349056-6,Messelornithidae,
4349079-7,Milaculum,
4349373-7,Leptobos,
4349443-2,Mesopithecus pentelici,
4349451-1,Bellerophontina,
4349509-6,Messelornis cristata,
4349512-6,Lithistida,
4349997-1,Heteromorphe Ammoniten,Ammoniten
4350465-6,Paläobiogeografie,Biogeografie
4350836-4,Goniatitida,Goniatiten
4357415-4,Pycnodontiformes,
4358671-5,Macranhinga paranensis,
4358720-3,Amphibamidae,Fossile Tiere
4358734-3,Prionocerataceae,
4358737-9,Cryptostomata,
4359490-6,Paläontologisches Museum,Naturwissenschaftliches Museum
4360137-6,Streblotrypa,
4360138-8,Cincta,
4360140-6,Dikelocephalus,
4360143-1,Bolboforma,
4360145-5,Palmatolepis,
4360152-2,Archegonus,
4360153-4,Kronosaurus,
4360154-6,Seismosaurus,
4360155-8,Palaeothentidae,
4360157-1,Fossile Vögel,Vögel | Fossile Tiere
4361561-2,Wasserschweine Familie,
4362347-5,Sclerocephalus,
4362398-0,Fossile Korallen,Korallen | Fossile Tiere
4362504-6,Stenokoleales,
4368476-2,Fossiles Holz,Holz
4375542-2,Endolith,Spurenfossil | Bohrspur
4377771-5,Ancyloceratidae,
4377772-7,Lithancylus,
4377773-9,Productoidea,
4378752-6,Fossile Bedecktsamer,Bedecktsamer | Fossile Pflanzen
4379945-0,Esgueiria,
4381917-5,Arthrodira,
4382551-5,Megatherium,
4383870-4,Bakevelliidae,
4383878-9,Clymenien,
4384558-7,Belemnitella,
4385643-3,Therocephalia,
4385658-5,Fossile Kopffüßer,Kopffüßer | Fossile Tiere
4385659-7,Rhyncholith,"Kiefer,Anatomie"
4388269-9,Edrioasteroidea,
4392204-1,Biostratonomie,Taphonomie
4393748-2,Proetinae,
4393750-0,Proetidae,Trilobiten
4393752-4,Sthenurus,
4393754-8,Arctodus simus yukonensis,
4397012-6,Therapsida,
4397021-7,Allophaiomys,Fossile Wühlmäuse | Fossile Tiere
4399797-1,Fossile Vierfüßer,Vierfüßer | Fossile Tiere
4402201-3,Theridomys,
4404651-0,Fossile Beuteltiere,Beuteltiere | Fossile Tiere
4404683-2,Eomyidae,
4404702-2,Fossile Nagetiere,Nagetiere | Fossile Tiere
4405229-7,Procervulus,
4410307-4,Pucadelphys andinus,Fossile Beuteltiere
4412276-7,Mathildoidea,
4412281-0,Placodus,
4413586-5,Pachypleurosaurier,
4413624-9,Fossiler Mensch,Mensch | Frühmensch | Paläanthropologie
4415918-3,Lingulida,
4417822-0,Kambrium-Silur-Kontroverse,Historische Geologie | Streit
4418078-0,Dactylioceratinae,
4418733-6,Fossile Primaten,Primaten | Fossile Tiere
4418734-8,Fossile Meerestiere,Meerestiere | Fossile Tiere
4418736-1,Fossile Raubtiere,Raubtiere | Fossile Tiere
4418737-3,Fossile Insekten,Insekten | Fossile Tiere
4418738-5,Fossile Weichtiere,Weichtiere | Fossile Tiere
4418739-7,Fossile Gehölze,Gehölze | Fossile Pflanzen
4418740-3,Fossile Samenpflanzen,Samenpflanzen | Fossile Pflanzen
4419475-4,Lambdopsis bulla,
4419484-5,Fossile Spore,Spore
4420592-2,Kossmaticeratidae,Fossile Weichtiere
4421443-1,Actinocyclus,Fossile Kieselalgen
4424694-8,Rehbachiella,
4424763-1,Thecodontia,
4425649-8,Chonetoidea,
4425663-2,Multituberculata,Fossile Säugetiere
4426812-9,Pristichampsus rollinati,
4427458-0,Ichthyostega,
4431472-3,Ranikothalia,
4431475-9,Operculina,
4431712-8,Simosaurus gaillardoti,
4434334-6,Ailuravus macrurus,Fossile Nagetiere | Fossile Tiere
4439172-9,Nothosaurus,
4450321-0,Horn-Dinosaurier,
4451958-8,Walchiaceae,
4466082-0,Alatiformia jaeckeli,Fossile Armfüßer | Fossile Tiere
4466083-2,Alatiformia alatiformis,Fossile Armfüßer | Fossile Tiere
4467472-7,Phylloceratida,
4467499-5,Charitosomidae,Fossile Fische
4467645-1,Corynexochida,
4468028-4,Soaresirhynchia,Fossile Armfüßer
4468030-2,Zoophycos,Spurenfossil
4469798-3,Palaeoleuciscus,
4471132-3,Elopiformes,
4472070-1,Liobolina,
4476805-9,Fossile Amniota,Amniota | Fossile Tiere
4477126-5,Samenfarne,Fossile Pflanzen
4478216-0,Myliobatiformes,
4478217-2,Orectolobiformes,
4480650-4,Plesiorycteropus,
4487763-8,Cymatosaurus,
4487766-3,Germanosaurus,
4487777-8,Cervifurca nasuta,
4487820-5,Euricetodon,Fossile Säugetiere
4488988-4,Fossile Foraminiferen,Fossile Tiere | Foraminiferen
4492945-6,Straparollus perminutus,
4493618-7,Megaloceros cazioti,
4493684-9,Monotis,Fossile Muscheln
4493687-4,Kieselholz,Fossile Gehölze | Fossiles Holz
4493854-8,Asteropyginae,Trilobiten
4496840-1,Fossiles Benthos,Benthos
4506384-9,Saurischia,Saurier
4507329-6,Micraster,
4507330-2,Lyginopteris,
4507333-8,Urraubtiere,
4507371-5,Pattersonichthyiformes,
4507493-8,Gomphotherium angustidens,
4513449-2,Makrofossil,Fossil
4513855-2,Anchitherium,Fossile Pferde
4513913-1,Athyridia,
4517945-1,Paraclupea chetungensis,
4517968-2,Cosmoceratidae,Fossile Kopffüßer
4518032-5,Palynomorpha,
4518033-7,Alveolinen,Fossile Foraminiferen | Fossile Tiere
4519819-6,Panzerfische,Fossile Fische
4520952-2,Limnocythere,Fossile Muschelkrebse
4522719-6,Coelophysis,Saurischia
4524998-2,Elephantoidea,
4528187-7,Mastodonsaurus giganteus,Labyrinthzähner
4529183-4,Ektopodontidae,Fossile Beuteltiere
4531024-5,Anaptychus,Aptychus
4532711-7,Galerites,
4535792-4,Icaronycteris,
4536729-2,Palaeochiropteryx,
4536730-9,Hassianycteris,
4536732-2,Archaeonycteris,
4537223-8,Aptychus,Anaptychus
4538347-9,Versteinerter Wald,Fossile Gehölze
4538819-2,Shelania pascuali,
4538835-0,Dorcatherium,
4539532-9,Toxodontidae,Fossile Säugetiere
4540874-9,Lariosaurus,
4540875-0,Ceresiosaurus,
4540878-6,Silvestrosaurus,
4541129-3,Azygograptus,
4541339-3,Tetragraptus,
